tstamp	src_city_place	src_city_user	src_city	dest_city	tweet	sentiment
Tue Jul 08 01:17:39 +0000 2014	None	u'US'	None	phoenix	u'http://t.co/uJlJYfph31 #3: Lost City of the Incas (Phoenix Press)\n\nLost City of the Incas (Phoenix Press)Hiram ... http://t.co/gg6iLdE332'	0.0
Tue Jul 08 01:17:39 +0000 2014	None	u'Motown'	None	washington	u'@Morgesha_ lol you just gone do it all huh? Lol by the time this happen Denzel Washington gone be too old to play the token black father \U0001f615'	0.383333333333
Tue Jul 08 01:17:39 +0000 2014	None	None	None	None	u'RT @erikavelezz: A esos "machos" que van agrediendo mujeres o personas homosexuales, les paso el dato que la estupidez no agranda el "miemb\u2026'	0.0
Tue Jul 08 01:17:39 +0000 2014	None	u'So Much Drama In The LBC'	None	phoenix	u'RT @BuzzFeedStorm: Dust Storm Warning issued for the greater Phoenix, AZ area until 7 pm MT. Live video: http://t.co/pJClNSdHxu http://t.co\u2026'	0.318181818182
Tue Jul 08 01:17:39 +0000 2014	None	u'InsideJustinsPants'	None	miami	u"RT @RONNIESUS: If Justin comes (89% chance) he won't be here for long Bc he has court. In Miami on the 16 or the 17th I believe"	-0.05
Tue Jul 08 01:17:40 +0000 2014	None	None	None	houston	u'@Bobprintdoc Ummm Houston we have a problem'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	None	None	san francisco	u"RT @CapitalOne: You always wanted to see San Francisco Bay, and with Venture's #YesMiles, you can fly any day. http://t.co/pr70NTjZAY"	0.8
Tue Jul 08 01:17:40 +0000 2014	None	u'Florida'	None	chicago	u'RT @AllenWest: 11 dead, 60 wounded in Chicago wkend violence. Left is silent when it\'s "just" inner city violence http://t.co/8TAec7ZTSr #t\u2026'	-0.05
Tue Jul 08 01:17:40 +0000 2014	None	None	None	dallas	u"Sunset here in Dallas as I'm about to take off for Seattle for the third stop in the Pro Wakeboard\u2026 http://t.co/KEvlCo3rWt"	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'Houston, TX'	houston	houston	u'There are pop songs that remind me of driving across California; remind me of moving to Houston.  Music is part of the memory...'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'502'	None	louisville	u'I actually hate how egotistic everyone is in Louisville.'	-0.8
Tue Jul 08 01:17:40 +0000 2014	None	None	None	None	u'Tengo una amiga que hoy anda tirandose el doble paso... \n@michhy_'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'Dallas, TX'	dallas	cleveland	u"RT @NotJerryTipton: LeBron back to Cleveland? Just because you can win a couple titles in Florida doesn't mean you'll ever do it in Ohio. h\u2026"	0.1625
Tue Jul 08 01:17:40 +0000 2014	None	u'Portugal'	None	austin	u'I added a video to a @YouTube playlist http://t.co/yjKILCJcTe Muse - Live at Austin City Limits 2013, Austin, TX, USA (HD, Proshot)'	0.136363636364
Tue Jul 08 01:17:40 +0000 2014	None	None	None	fresno	u'RT @MaMoosie: Hey #Fresno (Map of Woodward Park)  3 Ponds &amp; stream -Good luck finding @HiddenCash #BeKind #PayItForward http://t.co/90FOOpf\u2026'	0.7
Tue Jul 08 01:17:40 +0000 2014	None	u'Clovis Fresno California'	fresno	fresno	u'RT @MaMoosie: Hey #Fresno (Map of Woodward Park)  3 Ponds &amp; stream -Good luck finding @HiddenCash #BeKind #PayItForward http://t.co/90FOOpf\u2026'	0.7
Tue Jul 08 01:17:40 +0000 2014	None	u'California '	None	austin	u'RT @iadoreyoumahone: PETITION FOR AUSTIN TO GO TO A QUINCEA\xd1ERA \u270b'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'Atlanta, Georgia, USA'	atlanta	atlanta	u'#Atlanta #Jobs Boutique Associate- #249 Atlanta, GA- Perimeter Mall at Francescas (Atlanta, GA) http://t.co/l8J2us2Zes #Job #AtlantaJobs'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	None	None	chicago	u'RT @BoilerMaker_28: Officially am going to sign with the Chicago cubs organization! So blessed and ready for this opportunity! #gocubsgo'	0.25
Tue Jul 08 01:17:40 +0000 2014	None	u'Austin, TX'	austin	new york	u'As I walk down the streets of the bustling streets of New York, I frequently  come across a faint smell of piss.'	-0.104797979798
Tue Jul 08 01:17:40 +0000 2014	None	u'4/6 + jdb + 1/4 + 1/12'	None	mesa	u'RT @ariaisthebigA: #13 novamente aria est\xe1 fazendo "sh" e se olharem debaixo da mesa a arma do crime est\xe1 com ela. tirem suas conclus\xf5es ht\u2026'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	None	None	jackson	u'RT @repjohnlewis: 53 yrs ago today I was released from Parchman Penitentiary after being arrested in Jackson for using "white" restroom htt\u2026'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	None	None	jackson	u'drtd muter Follow Me-GOT7 and omg jackson voice is so sexy omg... damn it!!!'	0.9765625
Tue Jul 08 01:17:40 +0000 2014	None	u'\u2606.K4R3T4S.\u2606'	None	chicago	u'RT @ManiPreter: CHICAGO COPA TODO BRASIL RT!!! http://t.co/FeU8BV6vgW'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'#WestPhilly  #TeamHilltop #IUP'	None	columbus	u'RT @NYPDnews: Help us ID this child. Abandoned at 59 St &amp; Columbus Ave subway stn on 7/7. Last seen w/ F/20s. Call #800577TIPS http://t.co/\u2026'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	None	None	miami	u'RT @_AlmightyDay600: so my mom and her bf are planning on moving to Miami next year. \U0001f629\U0001f601'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'Alicante, Spain'	None	boston	u'New: Trial starts for friend of Boston bombing suspect http://t.co/ypG9dONYqy #follow'	0.136363636364
Tue Jul 08 01:17:40 +0000 2014	None	u'cloud 9 california '	None	fresno	u"RT @sxeymoney: Today's the day of the purge in Fresno?"	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'Doha, Qatar'	None	miami	u'RT "@MayelRubio: saw Kevin Hart at Miami beach today. He looked like a giant banana from far #ridealong2" http://t.co/ZYjxbZira3'	0.05
Tue Jul 08 01:17:40 +0000 2014	None	u'Chattanooga, TN'	None	chicago	u'chicago ridge-hand'	0.0
Tue Jul 08 01:17:40 +0000 2014	None	u'Barcelona Anz'	None	new york	u'RT @HistoryPixs: An elephant typing on a giant typewriter at the New York World Fair. 1939-1940 http://t.co/vJHU9woo0D'	0.278787878788
Tue Jul 08 01:17:40 +0000 2014	None	None	None	washington	u'Feel like going to Washington Rock \U0001f623'	0.0
Tue Jul 08 01:17:40 +0000 2014	u'denver'	u'Denver, CO, USA'	denver	denver	u'After topping out at 100 degrees earlier today, these Denver skies are looking mighty angry now! http://t.co/x3JLLxH2xx'	-0.075
Tue Jul 08 01:17:41 +0000 2014	u'newark'	None	None	miami	u'Yup \u201c@B_DaGod: So Danny Granger &amp; Josh McRoberts going to Miami. Mhmm\u201d'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'Weaver Alabama'	None	atlanta	u"@Dear_Tyler I hope you're ready to get crazy in Atlanta"	-0.2
Tue Jul 08 01:17:41 +0000 2014	None	u'In this world, not of it.'	None	san diego	u'Third group of illegal aliens sent to San Diego  http://t.co/sKeTQy7fMc'	-0.25
Tue Jul 08 01:17:41 +0000 2014	None	u'Washington D.C.'	washington	nashville	u'Best Western Plus Music Row Nashville, United States - Location, Info http://t.co/A3ZEOj2LIS http://t.co/ubTH9ayoQz'	0.5
Tue Jul 08 01:17:41 +0000 2014	None	u'US'	None	boston	u'http://t.co/SfHrsSr27Z #6: 6pc Full Size Set BIC Boston Red Sox MLB Officially Licensed Cigarette Lighters\n\n6pc... http://t.co/KPp4vVnRWc'	0.175
Tue Jul 08 01:17:41 +0000 2014	None	u'Houston, Texas IG @_VanAshton'	houston	charlotte	u'RT @MONEYMANJONES: #akaboule2014 WEEKEND THIS SATURDAY all AKAS Coming to Charlotte meet me at REPUBLIC WITH\u2026 http://t.co/2l6Z3ClVCD'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'North Brunswick, New Jersey'	None	miami	u'RT @Talk_NBA_: During the 2014 NBA Finals LeBron led Miami in PPG, RPG, APG, SPG, FG%, 3FG%\n\nBut some idiots still say he choked'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'CLE'	None	cleveland	u"RT @MarkJWeather: CLEVELAND SPLIT? Storms look to slide right out of CLE's DM's tonight. http://t.co/NRhzM2HLo2"	0.285714285714
Tue Jul 08 01:17:41 +0000 2014	None	u'Secret Avenue'	None	phoenix	u'RT @BYExitIND: Via : @BeforeYouExit: Big thanks to @radiodisney for having us in Phoenix the other day! Had a great 4th of July \U0001f1fa\U0001f1f8 http://t\u2026'	0.2109375
Tue Jul 08 01:17:41 +0000 2014	None	u'Florida'	None	None	u'RT @Skipwillits: CHESAPEAKE BAY BRIDGE black and white #fineart #chesapeake bay #art #wallart #photography http://t.co/d1vuESOyf5'	-0.0833333333333
Tue Jul 08 01:17:41 +0000 2014	None	u'La Dorada Caldas'	None	mesa	u'Hoy la soledad se sienta a mi mesa,me invita a brindar por esta tristeza (Jose Feliciano)'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'Flog Gnaw'	None	cleveland	u'RT @TheOpening2014: Cleveland @Browns QB Johnny Football (@JManziel2) is here all week to help the next generation work at #TheOpening. htt\u2026'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'559, California'	None	fresno	u'RT @LuluLSG: \U0001f602 #Fresno http://t.co/czhNjprnwC'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	None	None	None	u"Fuck them other bitches.  I don't keep em on a leash unless I'm taking long walks down the beach."	-0.182638888889
Tue Jul 08 01:17:41 +0000 2014	None	u'canada'	None	washington	u'#businessNews Most F-35 engines inspected; U.S. contract talks on hold for now: WASHINGTON (Reuters) - Most of... http://t.co/7DWcU8hfYM'	0.5
Tue Jul 08 01:17:41 +0000 2014	None	None	None	atlanta	u"RT @NeNeLeakes: RT @themrsllucas: There is no REAL Housewives of Atlanta without @NeNeLeakes   I'm boycotting"	-0.1
Tue Jul 08 01:17:41 +0000 2014	None	None	None	boston	u'@NHLBruins @pastrnak96 Welcome to Boston! Go Bruins!! \U0001f43b\U0001f49b'	1.0
Tue Jul 08 01:17:41 +0000 2014	None	None	None	denver	u'RT @suicidesilence: DENVER, CO- Are you coming to our signing at Second Spin in ONE WEEK (7/14)? http://t.co/ilLdbTezAu'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'RADIO 24 HS - '	None	None	u'@nanda9272 es el ultimo tema ahora te lo paso amiga fer =)'	0.5
Tue Jul 08 01:17:41 +0000 2014	None	None	None	aurora	u'vc \xe9 aurora e eu sou fim de tarde'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	None	None	houston	u"RT @DVirani97: There is only one way to describe Houston's weather: http://t.co/Q68qz8vIFM"	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'Atlanta, GA'	atlanta	jackson	u'ATTENTION USHER MINISTRIES:\n\nPastor Parker and Rev. Jackson will meet with all usher ministry members on Monday,... http://t.co/JmyuM9bNvs'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	None	None	las vegas	u'sdds festa las vegas sdds'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	None	None	st. louis	u'The tarp is back on the field in St. Louis'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	None	None	chicago	u'Fourth of July weekend toll: 82 shot, 14 of them fatally, in Chicago http://t.co/jiMHskNHyG'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	u'California USA'	None	None	u'Man sues ESPN for 10 Million. LOL\n\n http://t.co/zLKISmx3L2'	0.8
Tue Jul 08 01:17:41 +0000 2014	None	u'M\xe9xico '	None	el paso	u'\xbfQu\xe9 ha sido lo m\xe1s inesperado que te ha ocurrido esta semana? \u2014 Que El Paso A Mi Lado ((L)) ! :3 http://t.co/WhUhpsrkCD'	0.5
Tue Jul 08 01:17:41 +0000 2014	None	None	None	miami	u'RT @Biche_3: Cookies + grand verre de lait + un film \U0001f44c + Gom + Miami + doudou = \u2764\ufe0f'	0.5
Tue Jul 08 01:17:41 +0000 2014	None	u'Ohio'	None	cleveland	u'RT @cle_cleveland: Rumor: Cavaliers will sign Ray Allen to accompany LeBron James if he chooses Cleveland. http://t.co/ZVOkRygqiC'	0.0
Tue Jul 08 01:17:41 +0000 2014	None	None	None	tampa	u'@yopayyy IM BACK FROM TAMPA I SHALL SEE YOU SOON \u2764\ufe0f\u2764\ufe0f\u2764\ufe0f'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'TX \u2708\ufe0fFL'	None	miami	u"Can't wait to go to Miami soon. \U0001f64c\U0001f601"	0.0
Tue Jul 08 01:17:41 +0000 2014	u'pennsylvania'	None	None	pittsburgh	u'Somebody tried to carry a Pittsburgh Power conversation with me today. It was a whole lot of me nodding my head in agreement.'	0.2
Tue Jul 08 01:17:42 +0000 2014	None	u'Mentally been many places.....'	None	houston	u"Allan Houston authentic from Puma when they made the jerseys and the shorts...only wore the shorts to ball in...I'm no herb...."	0.5
Tue Jul 08 01:17:42 +0000 2014	None	u"I'm not sure myself "	None	columbus	u'RT @NYPDnews: Help us ID this child. Abandoned at 59 St &amp; Columbus Ave subway stn on 7/7. Last seen w/ F/20s. Call #800577TIPS http://t.co/\u2026'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'New York, NY  USA'	new york	san diego	u'RT @SDOpera: City of San Diego awards us an additional $100,000 in funding. Thank you @CityofSanDiego. @KPBS reports http://t.co/45MSVdrodg'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'North Carolina'	None	chicago	u'Trying to figure out logistics of Weds Atl-Chicago game; do I want to come back here Wed night? Without Wynalda?'	-0.2
Tue Jul 08 01:17:42 +0000 2014	None	u'south sumatera'	None	oakland	u'RT @DjKingAssassin: #hiphop #rap #gametime #oakland vs #sf battle of the bay #maxinejones singing...: #gametime #o... http://t.co/SGlvA8Gnp\u2026'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'Just wanna get to heaven :)'	None	baltimore	u'Baltimore whaddup \U0001f481 Oh hey Jay &amp;&amp; B \U0001f60f http://t.co/JEI5NJqjxk'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	None	None	miami	u'RT @Talk_NBA_: During the 2014 NBA Finals LeBron led Miami in PPG, RPG, APG, SPG, FG%, 3FG%\n\nBut some idiots still say he choked'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'New York'	new york	austin	u"RT @Elliott444: @Chewster2e @KIPPSI1 @risingdove https://t.co/Hm6zj06OiS PLEASE HELP US FIND AUSTIN A WONDERFUL FOREVER HOME  oh he's beaut\u2026"	1.0
Tue Jul 08 01:17:42 +0000 2014	None	None	None	mesa	u'Cama y mesa - Michael el buenon.'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'USA'	None	jefferson city	u'RT @WeatherZach: 7 Day Forecast for Jefferson City #JCMO http://t.co/X14RO0GosY'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	None	None	new york	u'RT @YouCubeMeetup: So far, the meetup will be in New York City on Saturday, July 12th. No time or date confirmed yet!'	0.245454545455
Tue Jul 08 01:17:42 +0000 2014	None	None	None	santa fe	u'@villanuevaelise @ThizCat Santa Fe Swapmeet'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'south sumatera'	None	oakland	u'RT @DjKingAssassin: Photo: #gametime #oakland vs #sf battle of the bay #maxinejones singing the #nationalanthem http://t.co/dHp4OvCzl1'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	None	None	new york	u'I wanna go to New York! \U0001f60d\U0001f495'	0.170454545455
Tue Jul 08 01:17:42 +0000 2014	None	u'Hong Kong'	None	cleveland	u'@jfdulac Hot in Cleveland...'	0.25
Tue Jul 08 01:17:42 +0000 2014	None	u'Instagram : @kylemcwilliams2'	None	atlanta	u'RT @Golfgirl724: @kyle_bball_02 flexin with 2 colleges watching in Atlanta this weekend #UCF #Columbia'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	None	None	tampa	u"RT @TBBuccaneers: #Bucs fans! Please vote for Tampa's own @6DFarmer for an @espy!\nVOTE: http://t.co/pydP6UuONI \n#VoteDeclan #TeamTampa http\u2026"	0.75
Tue Jul 08 01:17:42 +0000 2014	None	u'Atl. The Dirty South Baby!!'	None	pierre	u'RT @hihi0806: Plz enjoy Renoir. Have a nice day. #Pierre Auguste Renoir ( 1841 - 1919) http://t.co/lbF4BsH1pQ'	0.5
Tue Jul 08 01:17:42 +0000 2014	None	None	None	omaha	u'RT @NativAmProverbs: Ask questions from you heart and you will be answered from the heart. ~ Native American Proverb, Omaha [15763] #prover\u2026'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'Release: Feb 4, 2014'	None	washington	u'Not 2yrs yet MT @nytimes: Recreational MJ sales will start in Washington state on Tuesday after two years of waiting http://t.co/bLBhx95tuP'	0.0
Tue Jul 08 01:17:42 +0000 2014	None	u'we$t coast'	None	fresno	u'RT @HiddenCash: Fresno: Head to the big park for lots of silver and green. http://t.co/75e24mBilI'	-0.1
Tue Jul 08 01:17:43 +0000 2014	None	u'Bossier City, La'	None	memphis	u'WE JUST SAW  JUICY J HERE IN MEMPHIS AT THE MALL'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'south sumatera'	None	oakland	u'RT @DjKingAssassin: #gametime #oakland vs #sf battle of the bay #maxinejones singing the #nationalanthem http://t.co/tztAcsbJgm'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'\u2665 \u0e40\u0e40\u0e1a\u0e04\u0e2e\u0e22\u0e2d\u0e19 \u2665 \u0e40\u0e1a\u0e04\u0e2d\u0e19 \u2665 \u0e2b\u0e21\u0e32\u0e19\u0e49\u0e2d\u0e22 '	None	san francisco	u"RT @CapitalOne: You always wanted to see San Francisco Bay, and with Venture's #YesMiles, you can fly any day. http://t.co/pr70NTjZAY"	0.8
Tue Jul 08 01:17:43 +0000 2014	u'pittsburgh'	None	pittsburgh	pittsburgh	u'Visiting #Pittsburgh, #Pennsylvania? Check out this great new app for news, weather, hotels, and food here! http://t.co/IhjgjejeQ6'	0.485227272727
Tue Jul 08 01:17:43 +0000 2014	None	u'NONO FOSSO, MALEBOLGE'	None	raleigh	u'Sabia que conhecia esse Raleigh Ritchie de algum lugar, ele \xe9 o Grey Worm'	-0.05
Tue Jul 08 01:17:43 +0000 2014	None	u'Venezuela'	None	None	u"Un paso alante, un paso atr\xe1s  Cinturita, as\xed es como va  Vamo' all\xe1, ponle m\xe1s  Siente el ritmo  88*"	0.0
Tue Jul 08 01:17:43 +0000 2014	None	None	None	jackson	u'why is lulu on the fosters what does true jackson think about this'	0.35
Tue Jul 08 01:17:43 +0000 2014	None	u'Margaritaville '	None	boston	u'Photo: Pedro Martinez / Phillip Levine (Photo: Matthew J. Lee/The Boston Globe via Getty Images) http://t.co/xVRDWBReCR #redsox #bibliophile'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'SF Area, CA'	None	charlotte	u'RT @openculture: 13-Year-Old Charlotte Bront\xeb Wrote Teeny Tiny Adventure Books, Measuring 1 x 2 Inches http://t.co/8LH6lHKGNy http://t.co/6\u2026'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'Washington Township NJ!'	washington	dallas	u'@Tunks04 @dinardodp I Agree Dallas Fans Are Heartless and Ruthless Living In New Jersey!'	-0.414772727273
Tue Jul 08 01:17:43 +0000 2014	None	None	None	new york	u'New York City, is the Only City in the USA, with an Emoji lmfao!! #NewYork'	0.0681818181818
Tue Jul 08 01:17:43 +0000 2014	None	u'Argentina'	None	washington	u'RT @CiberacosoLey: @saenzricardo 03/ 2014 El Fiscal Washington Navarro D\xe1vil ordeno allanamientos pornograf\xeda Infantil en Tucum\xe1n http://t.\u2026'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'\xdcT: 38.450463,-121.359383'	None	oakland	u"RT @kenarneson: Oakland City Council, you're the best."	1.0
Tue Jul 08 01:17:43 +0000 2014	None	None	None	st. louis	u'RT @Cardinals: Pulling the tarp in St. Louis. Delay started at 8:14 pm Central Time http://t.co/ZwBU5d6zRY'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'Lansing, MI'	lansing	washington	u'Rpt: Fight Washington &amp; Mell.  2 Males fighting.  1 on the ground'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	None	None	santa fe	u'Jorjitito pasate por santa fe!!! Te amamoos!!! #Avenidabrasil'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'A city near you...'	None	columbus	u'Columbus Short Get\u2019s Arrested over The Fourth of July\xa0Weekend. http://t.co/HgujHmLYKM'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'Washington, DC'	washington	arlington	u"@VerizonSupport what's going on with cell service in Arlington, VA? My phone nor my roommate's can hold a call."	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'SOUTH MEXICO CITY'	None	cleveland	u'RT @nokillcoalition: Urgent Cleveland Co Animal Control.  Please share. http://t.co/KeMCntYBDd'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'RJ'	None	austin	u'RT @jaureworld: Se eu soubesse que seria obrigada a abrir tour do Austin daqui pra frente at\xe9 eu choraria entendo a Lauren completamente'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'Atlanta,GA'	atlanta	austin	u'Support my boys. ..Austin Carter RastaTeal... squad44atl http://t.co/5qzsRJNBax'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'Batesville, IN'	None	miami	u'RT @sports_indy: Pacers fans, RT if you think you might cry when you first see Danny Granger in a Miami Heat uniform.'	0.25
Tue Jul 08 01:17:43 +0000 2014	None	None	None	charlotte	u"@AuntKim328 @RettaRace @HollywoodinDC @DCGirlKayla @DannyGermany hahaha \U0001f60a oh I can't wait for Charlotte mainly for the #CharlotteChicas"	0.183333333333
Tue Jul 08 01:17:43 +0000 2014	None	u'the basement'	None	washington	u'Starcraft: Bertrand Russell (Z) PROXY BUTT; Billy Ray Cyrus (Z) FAST EXPAND FART. George Washington wins!'	0.2875
Tue Jul 08 01:17:43 +0000 2014	None	None	None	los angeles	u'RT @JBieberCOM: Justin est\xe1 de volta a Los Angeles com Kenny, Alfredo e outros amigos.'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	None	None	chicago	u'RT @thisis50: Out Of Control: 82 People Shot, 14 Killed In Chicago During 84-Hour 4th Of July Weekend [Video/Pics] http://t.co/meoIwu3Wgl'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'Rep dominicana'	None	None	u'@margarit003 @ItzDaniiela @mabelvanderhosr haahahaaha lastima qk no paso en el cole la vida ubiera sido mejorrrr un palo la 4 igual de loqa'	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'wilmington, nc'	None	charlotte	u'so the charlotte hornets lose a criminally-underrated forward and gain a criminal at guard. this is what happens to the teams i root for.'	-0.4
Tue Jul 08 01:17:43 +0000 2014	None	None	None	detroit	u"RT @nytimes: Map: Detroit's once-prosperous North End is checkered with vacant properties and lots http://t.co/fAxorEbNSD http://t.co/y9CRY\u2026"	0.0
Tue Jul 08 01:17:43 +0000 2014	None	None	None	los angeles	u'@SuchGoodPeople premiere starts in less than an hour in Los Angeles.\n\nI wish a great time to all the persons who are going - enjoy !!'	0.419444444444
Tue Jul 08 01:17:43 +0000 2014	None	None	None	jackson	u'RT @scottykyle: ANDREW ROSS SORKIN on the "RECORD" as Michael Jackson @andrewrsorkin @JoeSquawk @SquawkCNBC @robcontino http://t.co/gaXQVPP\u2026'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	None	None	None	u'Agilizame el final de #AvenidaBrasil que estoy postguardia y en cualquier momento paso a mejor vida'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	None	None	concord	u"RT @SneakerPics23: Concord 11's http://t.co/VoEMlRHUuI"	0.0
Tue Jul 08 01:17:43 +0000 2014	None	u'\u2764the magnolia state\u2764'	None	dallas	u"Oh you know. Just discussing mine &amp; @SassySoMess's plans to move to Dallas. \U0001f60d\U0001f602\U0001f602 http://t.co/hU2cVsThCb"	0.0
Tue Jul 08 01:17:44 +0000 2014	None	None	None	miami	u'Miami - skin care client needs light to dark skin models for product demonstrations and photo work'	0.125
Tue Jul 08 01:17:44 +0000 2014	None	u'in da hood like benefit cards'	None	los angeles	u'Yo the arena team Los Angeles field is nuts...they gotta highlighted grey field'	-0.05
Tue Jul 08 01:17:44 +0000 2014	None	u'San Juan de los Morros'	None	mesa	u'UNERGISTA @Deportes_Unerg TE INVITA A PARTICIPAR EN TORNEO ABIERTO DE AJEDREZ Y TENIS DE MESA MA\xd1ANA DESDE LAS 9AM AN\xcdMATE!!! @PrensaUNERG'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	None	None	san diego	u'RT @gonzalezp251: Policia de San Diego echando plomo a manifestantes. No votamos por la alcaldesa Scarano para esto!!! http://t.co/tXZewDyb\u2026'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	u'Niagara'	None	miami	u'Real Housewife of Miami Lisa Hochstein in a tiny bikini http://t.co/PH0i4uBplr 7 0708'	0.1
Tue Jul 08 01:17:44 +0000 2014	None	u'Corrupt City of Chicago'	chicago	chicago	u'Liberals Abandon Obamacare Employer Mandate http://t.co/gRNf5lfg4q #cnn #ac360 #nyc #chicago #tcot #tpp #twisters'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	u'In Your Fantasy'	None	columbus	u'RT @TVGuide: Columbus Short opens up for the first time about being fired from #Scandal. Does he think he has a drinking problem? http://t.\u2026'	0.125
Tue Jul 08 01:17:44 +0000 2014	None	u'w. Tobias \u2708'	None	washington	u'RT @Kash_KapBaby: WestLake\nBanneker\nCreekside\nTri-cities\nMays\nWashington\nDoug\nHapeville\nTherell \nSandy Creek\nNorth Clayton\nRiverdale\n#RT if\u2026'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	u'New York, NY'	new york	new york	u'@firefire100 @PonchoDachozen1 New York... not as violent as the ghettos of Chicago thanks to good policing.'	0.0590909090909
Tue Jul 08 01:17:44 +0000 2014	None	u'US'	None	boston	u'http://t.co/rkJN8E0LlI #2: Boston Bruins BIC Lighters 6pk NHL Officially Licensed Cigarette Lighters\n\nBoston Br... http://t.co/YGxGhdK7OC'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	u'World'	None	denver	u'Driver for True Value (Denver, CO) http://t.co/O6w9DSBY8r #jobs'	0.35
Tue Jul 08 01:17:44 +0000 2014	None	u'Argenteuil/Casa/Tlemcen'	None	salem	u'Mon daron il ma l\xe2cher un Salem Aleykoum venu du fin fond de la Mecque j\'ai r\xe9pondu "Bonjour"'	0.0
Tue Jul 08 01:17:44 +0000 2014	None	u'usa'	None	chicago	u'Chicago cop gave daughter-in-law up to feds after helping her grow pot for sick child http://t.co/bMe1uqLX7y'	-0.714285714286
Tue Jul 08 01:17:43 +0000 2014	None	u'114 South Detroit Ave, Suite B'	detroit	tulsa	u'New Arrivals! #fashion #Tulsa #oklahoma  #DowntownTulsa http://t.co/mStLG3inct'	0.170454545455
Tue Jul 08 01:17:44 +0000 2014	None	u'Nashville, TN'	nashville	lincoln	u"Lincoln's first experience at the Andale pool was a success!  Thanks to cousin Owen for putting up\u2026 http://t.co/x6flepFshh"	0.275
Tue Jul 08 01:17:44 +0000 2014	None	None	None	cleveland	u"Wouldn't be surprised of LeBron went back to Cleveland"	0.05
Tue Jul 08 01:17:44 +0000 2014	None	None	None	springfield	u'@DominiqueARamos hurry so we can reek havoc on Springfield at 3am!!!'	0.0
